ID_SAPS,SAPS,fecha,vacunas_tipo,vacunas_cantidad
34,Dr. Marcelino Vera,2021-03-01,DOBLE BACTERIANA,3
34,Dr. Marcelino Vera,2021-03-01,HPV,3
99,OPERATIVO TERRITORIALES,1900-01-01,SALK,7
99,OPERATIVO TERRITORIALES,1900-01-01,ROTAVIRUS,1
99,OPERATIVO TERRITORIALES,1900-01-01,PENTAVALENTE,7
99,OPERATIVO TERRITORIALES,1900-01-01,NEUMOCOCICA CONJUGADA,3
99,OPERATIVO TERRITORIALES,1900-01-01,TRIPLE VIRAL,8
99,OPERATIVO TERRITORIALES,1900-01-01,HEPATITIS A,3
99,OPERATIVO TERRITORIALES,1900-01-01,VARICELA,1
99,OPERATIVO TERRITORIALES,1900-01-01,MENINGOCOC.,2
99,OPERATIVO TERRITORIALES,1900-01-01,FIEBRE AMARILLA,8
99,OPERATIVO TERRITORIALES,1900-01-01,DPT,2
99,OPERATIVO TERRITORIALES,1900-01-01,DPT (a),2
99,OPERATIVO TERRITORIALES,1900-01-01,PENTAVALENTE,4
99,OPERATIVO TERRITORIALES,1900-01-01,TRIPLE VIRAL,7
99,OPERATIVO TERRITORIALES,1900-01-01,HEPATITIS A,2
99,OPERATIVO TERRITORIALES,1900-01-01,VARICELA,3
99,OPERATIVO TERRITORIALES,1900-01-01,MENINGOCOC.,8
99,OPERATIVO TERRITORIALES,1900-01-01,FIEBRE AMARILLA,9
99,OPERATIVO TERRITORIALES,1900-01-01,DPT,5
99,OPERATIVO TERRITORIALES,1900-01-01,DPT (a),4
99,OPERATIVO TERRITORIALES,1900-01-01,HPV,8
99,OPERATIVO TERRITORIALES,1900-01-01,SALK,5
99,OPERATIVO TERRITORIALES,1900-01-01,PENTAVALENTE,3
99,OPERATIVO TERRITORIALES,1900-01-01,NEUMOCOCICA CONJUGADA,1
99,OPERATIVO TERRITORIALES,1900-01-01,NEUMOCOCICA CONJUGADA,5
99,OPERATIVO TERRITORIALES,1900-01-01,DPT (a),3
99,OPERATIVO TERRITORIALES,1900-01-01,HPV,4
99,OPERATIVO TERRITORIALES,1900-01-01,PENTAVALENTE,1
99,OPERATIVO TERRITORIALES,1900-01-01,TRIPLE VIRAL,1
99,OPERATIVO TERRITORIALES,1900-01-01,HEPATITIS A,1
99,OPERATIVO TERRITORIALES,1900-01-01,SALK,9
99,OPERATIVO TERRITORIALES,1900-01-01,PENTAVALENTE,5
99,OPERATIVO TERRITORIALES,1900-01-01,NEUMOCOCICA CONJUGADA,7
99,OPERATIVO TERRITORIALES,1900-01-01,TRIPLE VIRAL,12
99,OPERATIVO TERRITORIALES,1900-01-01,HEPATITIS A,5
99,OPERATIVO TERRITORIALES,1900-01-01,VARICELA,2
99,OPERATIVO TERRITORIALES,1900-01-01,DPT,8
99,OPERATIVO TERRITORIALES,1900-01-01,DPT (a),1
99,OPERATIVO TERRITORIALES,1900-01-01,TRIPLE VIRAL,4
99,OPERATIVO TERRITORIALES,1900-01-01,VARICELA,10
99,OPERATIVO TERRITORIALES,1900-01-01,DPT,1
99,OPERATIVO TERRITORIALES,1900-01-01,DPT (a),7
99,OPERATIVO TERRITORIALES,1900-01-01,DOBLE BACTERIANA,2
99,OPERATIVO TERRITORIALES,1900-01-01,ANTI GRIPAL,3
99,OPERATIVO TERRITORIALES,1900-01-01,DOBLE VIRAL,1
99,OPERATIVO TERRITORIALES,1900-01-01,SALK,6
99,OPERATIVO TERRITORIALES,1900-01-01,TRIPLE VIRAL,5
99,OPERATIVO TERRITORIALES,1900-01-01,ANTI GRIPAL,60
99,OPERATIVO TERRITORIALES,1900-01-01,MENINGOCOC.,7
99,OPERATIVO TERRITORIALES,1900-01-01,DPT (a),5
99,OPERATIVO TERRITORIALES,1900-01-01,DOBLE BACTERIANA,1
99,OPERATIVO TERRITORIALES,1900-01-01,NEUMOCOCICA CONJUGADA,2
99,OPERATIVO TERRITORIALES,1900-01-01,TRIPLE VIRAL,6
99,OPERATIVO TERRITORIALES,1900-01-01,MENINGOCOC.,3
99,OPERATIVO TERRITORIALES,1900-01-01,FIEBRE AMARILLA,5
99,OPERATIVO TERRITORIALES,1900-01-01,DPT,3
99,OPERATIVO TERRITORIALES,1900-01-01,HPV,3
99,OPERATIVO TERRITORIALES,1900-01-01,HEPATITIS B,1
99,OPERATIVO TERRITORIALES,1900-01-01,PENTAVALENTE,2
99,OPERATIVO TERRITORIALES,1900-01-01,NEUMOCOCICA CONJUGADA,14
99,OPERATIVO TERRITORIALES,1900-01-01,FIEBRE AMARILLA,2
99,OPERATIVO TERRITORIALES,1900-01-01,MENINGOCOC.,9
99,OPERATIVO TERRITORIALES,1900-01-01,FIEBRE AMARILLA,7
99,OPERATIVO TERRITORIALES,1900-01-01,HPV,6
99,OPERATIVO TERRITORIALES,1900-01-01,ANTI GRIPAL,5
99,OPERATIVO TERRITORIALES,1900-01-01,FIEBRE AMARILLA,1
99,OPERATIVO TERRITORIALES,1900-01-01,HPV,2
75,Dr. Mauricio Open,1900-01-01,HEPATITIS B,5
75,Dr. Mauricio Open,1900-01-01,SALK,10
75,Dr. Mauricio Open,1900-01-01,ROTAVIRUS,4
75,Dr. Mauricio Open,1900-01-01,PENTAVALENTE,9
75,Dr. Mauricio Open,1900-01-01,NEUMOCOCICA CONJUGADA,9
75,Dr. Mauricio Open,1900-01-01,NEUMO 23 ,3
75,Dr. Mauricio Open,1900-01-01,TRIPLE VIRAL,9
75,Dr. Mauricio Open,1900-01-01,ANTI GRIPAL,2
75,Dr. Mauricio Open,1900-01-01,HEPATITIS A,5
75,Dr. Mauricio Open,1900-01-01,VARICELA,1
75,Dr. Mauricio Open,1900-01-01,MENINGOCOC.,11
75,Dr. Mauricio Open,1900-01-01,DPT,4
75,Dr. Mauricio Open,1900-01-01,DPT (a),5
75,Dr. Mauricio Open,1900-01-01,DOBLE BACTERIANA,9
75,Dr. Mauricio Open,1900-01-01,HPV,4
69,Primera Junta,1900-01-01,HEPATITIS B,12
69,Primera Junta,1900-01-01,SALK,7
69,Primera Junta,1900-01-01,ROTAVIRUS,5
69,Primera Junta,1900-01-01,PENTAVALENTE,6
69,Primera Junta,1900-01-01,NEUMOCOCICA CONJUGADA,7
69,Primera Junta,1900-01-01,TRIPLE VIRAL,5
69,Primera Junta,1900-01-01,ANTI GRIPAL,4
69,Primera Junta,1900-01-01,HEPATITIS A,3
69,Primera Junta,1900-01-01,VARICELA,1
69,Primera Junta,1900-01-01,MENINGOCOC.,7
69,Primera Junta,1900-01-01,DPT,3
69,Primera Junta,1900-01-01,DPT (a),10
69,Primera Junta,1900-01-01,DOBLE BACTERIANA,8
69,Primera Junta,1900-01-01,HPV,7
69,Primera Junta,1900-01-01,NEUMOCOCICA NO CONJUGADA,1
62,Pujol,1900-01-01,HEPATITIS B,4
62,Pujol,1900-01-01,SALK,6
62,Pujol,1900-01-01,ROTAVIRUS,3
62,Pujol,1900-01-01,PENTAVALENTE,8
62,Pujol,1900-01-01,NEUMOCOCICA CONJUGADA,5
62,Pujol,1900-01-01,HEPATITIS A,3
62,Pujol,1900-01-01,VARICELA,6
62,Pujol,1900-01-01,MENINGOCOC.,10
62,Pujol,1900-01-01,DPT,3
62,Pujol,1900-01-01,DPT (a),8
62,Pujol,1900-01-01,DOBLE BACTERIANA,3
62,Pujol,1900-01-01,HPV,3
79,Quinta Ferre,1900-01-01,HEPATITIS B,2
79,Quinta Ferre,1900-01-01,SALK,7
79,Quinta Ferre,1900-01-01,ROTAVIRUS,3
79,Quinta Ferre,1900-01-01,PENTAVALENTE,5
79,Quinta Ferre,1900-01-01,NEUMOCOCICA CONJUGADA,9
79,Quinta Ferre,1900-01-01,TRIPLE VIRAL,6
79,Quinta Ferre,1900-01-01,HEPATITIS A,6
79,Quinta Ferre,1900-01-01,VARICELA,8
79,Quinta Ferre,1900-01-01,MENINGOCOC.,2
79,Quinta Ferre,1900-01-01,DPT,2
79,Quinta Ferre,1900-01-01,DPT (a),6
79,Quinta Ferre,1900-01-01,DOBLE BACTERIANA,2
79,Quinta Ferre,1900-01-01,HPV,2
47,Dr. Guillermo Rawson,1900-01-01,HEPATITIS B,52
47,Dr. Guillermo Rawson,1900-01-01,SALK,28
47,Dr. Guillermo Rawson,1900-01-01,ROTAVIRUS,7
47,Dr. Guillermo Rawson,1900-01-01,PENTAVALENTE,23
47,Dr. Guillermo Rawson,1900-01-01,NEUMOCOCICA CONJUGADA,12
47,Dr. Guillermo Rawson,1900-01-01,TRIPLE VIRAL,20
47,Dr. Guillermo Rawson,1900-01-01,ANTI GRIPAL,8
47,Dr. Guillermo Rawson,1900-01-01,HEPATITIS A,3
47,Dr. Guillermo Rawson,1900-01-01,VARICELA,7
47,Dr. Guillermo Rawson,1900-01-01,MENINGOCOC.,33
47,Dr. Guillermo Rawson,1900-01-01,FIEBRE AMARILLA,18
47,Dr. Guillermo Rawson,1900-01-01,DPT,9
47,Dr. Guillermo Rawson,1900-01-01,DPT (a),14
47,Dr. Guillermo Rawson,1900-01-01,DOBLE BACTERIANA,60
47,Dr. Guillermo Rawson,1900-01-01,HPV,15
46,Rio Parana,1900-01-01,HEPATITIS B,3
46,Rio Parana,1900-01-01,SALK,18
46,Rio Parana,1900-01-01,ROTAVIRUS,8
46,Rio Parana,1900-01-01,PENTAVALENTE,28
46,Rio Parana,1900-01-01,NEUMOCOCICA CONJUGADA,13
46,Rio Parana,1900-01-01,TRIPLE VIRAL,7
46,Rio Parana,1900-01-01,HEPATITIS A,4
46,Rio Parana,1900-01-01,VARICELA,11
46,Rio Parana,1900-01-01,MENINGOCOC.,19
46,Rio Parana,1900-01-01,FIEBRE AMARILLA,6
46,Rio Parana,1900-01-01,DPT,2
46,Rio Parana,1900-01-01,DPT (a),6
46,Rio Parana,1900-01-01,DOBLE BACTERIANA,12
46,Rio Parana,1900-01-01,HPV,6
73,San Marcos,1900-01-01,HEPATITIS B,5
73,San Marcos,1900-01-01,SALK,22
73,San Marcos,1900-01-01,ROTAVIRUS,14
73,San Marcos,1900-01-01,PENTAVALENTE,14
73,San Marcos,1900-01-01,NEUMOCOCICA CONJUGADA,12
73,San Marcos,1900-01-01,TRIPLE VIRAL,20
73,San Marcos,1900-01-01,HEPATITIS A,7
73,San Marcos,1900-01-01,VARICELA,2
73,San Marcos,1900-01-01,MENINGOCOC.,22
73,San Marcos,1900-01-01,FIEBRE AMARILLA,15
73,San Marcos,1900-01-01,DPT,13
73,San Marcos,1900-01-01,DPT (a),5
73,San Marcos,1900-01-01,DOBLE BACTERIANA,7
73,San Marcos,1900-01-01,HPV,3
127,Santa Catalina,1900-01-01,HEPATITIS B,14
127,Santa Catalina,1900-01-01,SALK,14
127,Santa Catalina,1900-01-01,ROTAVIRUS,3
127,Santa Catalina,1900-01-01,PENTAVALENTE,8
127,Santa Catalina,1900-01-01,NEUMOCOCICA CONJUGADA,4
127,Santa Catalina,1900-01-01,TRIPLE VIRAL,11
127,Santa Catalina,1900-01-01,ANTI GRIPAL,5
127,Santa Catalina,1900-01-01,HEPATITIS A,1
127,Santa Catalina,1900-01-01,VARICELA,5
127,Santa Catalina,1900-01-01,MENINGOCOC.,11
127,Santa Catalina,1900-01-01,FIEBRE AMARILLA,5
127,Santa Catalina,1900-01-01,DPT,10
127,Santa Catalina,1900-01-01,DPT (a),2
127,Santa Catalina,1900-01-01,DOBLE BACTERIANA,3
127,Santa Catalina,1900-01-01,HPV,13
127,Santa Catalina,1900-01-01,NEUMOCOCICA CONJUGADA,1
85,Santa Margarita,1900-01-01,HEPATITIS B,3
85,Santa Margarita,1900-01-01,SALK,10
85,Santa Margarita,1900-01-01,ROTAVIRUS,3
85,Santa Margarita,1900-01-01,PENTAVALENTE,7
85,Santa Margarita,1900-01-01,NEUMOCOCICA CONJUGADA,4
85,Santa Margarita,1900-01-01,TRIPLE VIRAL,10
85,Santa Margarita,1900-01-01,HEPATITIS A,3
85,Santa Margarita,1900-01-01,VARICELA,3
85,Santa Margarita,1900-01-01,MENINGOCOC.,7
85,Santa Margarita,1900-01-01,DPT,7
85,Santa Margarita,1900-01-01,DPT (a),1
85,Santa Margarita,1900-01-01,DOBLE BACTERIANA,4
85,Santa Margarita,1900-01-01,HPV,2
48,Dr. Jose de los Reyes Vidal,1900-01-01,HEPATITIS B,1
48,Dr. Jose de los Reyes Vidal,1900-01-01,SALK,11
48,Dr. Jose de los Reyes Vidal,1900-01-01,ROTAVIRUS,5
48,Dr. Jose de los Reyes Vidal,1900-01-01,PENTAVALENTE,12
48,Dr. Jose de los Reyes Vidal,1900-01-01,NEUMOCOCICA CONJUGADA,10
48,Dr. Jose de los Reyes Vidal,1900-01-01,TRIPLE VIRAL,8
48,Dr. Jose de los Reyes Vidal,1900-01-01,ANTI GRIPAL,3
48,Dr. Jose de los Reyes Vidal,1900-01-01,HEPATITIS A,5
48,Dr. Jose de los Reyes Vidal,1900-01-01,VARICELA,1
48,Dr. Jose de los Reyes Vidal,1900-01-01,DPT,2
48,Dr. Jose de los Reyes Vidal,1900-01-01,DPT (a),3
48,Dr. Jose de los Reyes Vidal,1900-01-01,DOBLE VIRAL,8
48,Dr. Jose de los Reyes Vidal,1900-01-01,HPV,2
42,Dr. Santiago Lorenzo,1900-01-01,HEPATITIS B,7
42,Dr. Santiago Lorenzo,1900-01-01,SALK,33
42,Dr. Santiago Lorenzo,1900-01-01,ROTAVIRUS,10
42,Dr. Santiago Lorenzo,1900-01-01,PENTAVALENTE,24
42,Dr. Santiago Lorenzo,1900-01-01,NEUMOCOCICA CONJUGADA,18
42,Dr. Santiago Lorenzo,1900-01-01,TRIPLE VIRAL,23
42,Dr. Santiago Lorenzo,1900-01-01,ANTI GRIPAL,12
42,Dr. Santiago Lorenzo,1900-01-01,HEPATITIS A,7
42,Dr. Santiago Lorenzo,1900-01-01,VARICELA,4
42,Dr. Santiago Lorenzo,1900-01-01,MENINGOCOC.,23
42,Dr. Santiago Lorenzo,1900-01-01,FIEBRE AMARILLA,8
42,Dr. Santiago Lorenzo,1900-01-01,DPT,18
42,Dr. Santiago Lorenzo,1900-01-01,DPT (a),18
42,Dr. Santiago Lorenzo,1900-01-01,DOBLE BACTERIANA,14
42,Dr. Santiago Lorenzo,1900-01-01,HPV,21
90,Sapucay,1900-01-01,SALK,7
90,Sapucay,1900-01-01,ROTAVIRUS,3
90,Sapucay,1900-01-01,PENTAVALENTE,5
90,Sapucay,1900-01-01,NEUMOCOCICA CONJUGADA,5
90,Sapucay,1900-01-01,TRIPLE VIRAL,7
90,Sapucay,1900-01-01,HEPATITIS A,22
90,Sapucay,1900-01-01,VARICELA,13
90,Sapucay,1900-01-01,MENINGOCOC.,7
90,Sapucay,1900-01-01,FIEBRE AMARILLA,3
90,Sapucay,1900-01-01,DPT,4
90,Sapucay,1900-01-01,DPT (a),26
90,Sapucay,1900-01-01,DOBLE BACTERIANA,9
90,Sapucay,1900-01-01,HPV,2
90,Sapucay,1900-01-01,NEUMOCOCICA NO CONJUGADA,6
10002,Dr. Semper,1900-01-01,HEPATITIS B,5
10002,Dr. Semper,1900-01-01,SALK,10
10002,Dr. Semper,1900-01-01,ROTAVIRUS,4
10002,Dr. Semper,1900-01-01,PENTAVALENTE,13
10002,Dr. Semper,1900-01-01,NEUMOCOCICA CONJUGADA,8
10002,Dr. Semper,1900-01-01,TRIPLE VIRAL,4
10002,Dr. Semper,1900-01-01,ANTI GRIPAL,6
10002,Dr. Semper,1900-01-01,HEPATITIS A,4
10002,Dr. Semper,1900-01-01,VARICELA,5
10002,Dr. Semper,1900-01-01,MENINGOCOC.,12
10002,Dr. Semper,1900-01-01,DPT,5
10002,Dr. Semper,1900-01-01,DPT (a),12
10002,Dr. Semper,1900-01-01,DOBLE BACTERIANA,16
10002,Dr. Semper,1900-01-01,HPV,9
71,Villa Chiquita,1900-01-01,HEPATITIS B,1
71,Villa Chiquita,1900-01-01,SALK,7
71,Villa Chiquita,1900-01-01,ROTAVIRUS,1
71,Villa Chiquita,1900-01-01,PENTAVALENTE,9
71,Villa Chiquita,1900-01-01,NEUMOCOCICA CONJUGADA,6
71,Villa Chiquita,1900-01-01,TRIPLE VIRAL,8
71,Villa Chiquita,1900-01-01,HEPATITIS A,5
71,Villa Chiquita,1900-01-01,MENINGOCOC.,11
71,Villa Chiquita,1900-01-01,FIEBRE AMARILLA,8
71,Villa Chiquita,1900-01-01,DPT,3
71,Villa Chiquita,1900-01-01,DPT (a),5
71,Villa Chiquita,1900-01-01,HPV,10
70,Villa Garcia,1900-01-01,HEPATITIS B,2
70,Villa Garcia,1900-01-01,SALK,12
70,Villa Garcia,1900-01-01,ROTAVIRUS,3
70,Villa Garcia,1900-01-01,PENTAVALENTE,9
70,Villa Garcia,1900-01-01,NEUMOCOCICA CONJUGADA,8
70,Villa Garcia,1900-01-01,TRIPLE VIRAL,9
70,Villa Garcia,1900-01-01,HEPATITIS A,3
70,Villa Garcia,1900-01-01,VARICELA,6
70,Villa Garcia,1900-01-01,MENINGOCOC.,11
70,Villa Garcia,1900-01-01,FIEBRE AMARILLA,2
70,Villa Garcia,1900-01-01,DPT,7
70,Villa Garcia,1900-01-01,DPT (a),5
70,Villa Garcia,1900-01-01,DOBLE BACTERIANA,11
70,Villa Garcia,1900-01-01,HPV,8
70,Villa Garcia,1900-01-01,NEUMOCOCICA NO CONJUGADA,1
51,Dr. Juan Chercoff,1900-01-01,PENTAVALENTE,4
51,Dr. Juan Chercoff,1900-01-01,VARICELA,3
51,Dr. Juan Chercoff,1900-01-01,MENINGOCOC.,3
51,Dr. Juan Chercoff,1900-01-01,DPT (a),2
51,Dr. Juan Chercoff,1900-01-01,HPV,2
58,Dr. Oscar Pirchi,1900-01-01,HEPATITIS B,2
58,Dr. Oscar Pirchi,1900-01-01,SALK,15
58,Dr. Oscar Pirchi,1900-01-01,ROTAVIRUS,5
58,Dr. Oscar Pirchi,1900-01-01,PENTAVALENTE,13
58,Dr. Oscar Pirchi,1900-01-01,NEUMOCOCICA CONJUGADA,16
58,Dr. Oscar Pirchi,1900-01-01,TRIPLE VIRAL,18
58,Dr. Oscar Pirchi,1900-01-01,ANTI GRIPAL,7
58,Dr. Oscar Pirchi,1900-01-01,HEPATITIS A,11
58,Dr. Oscar Pirchi,1900-01-01,VARICELA,5
58,Dr. Oscar Pirchi,1900-01-01,MENINGOCOC.,10
58,Dr. Oscar Pirchi,1900-01-01,DPT,4
58,Dr. Oscar Pirchi,1900-01-01,DPT (a),10
58,Dr. Oscar Pirchi,1900-01-01,DOBLE BACTERIANA,18
58,Dr. Oscar Pirchi,1900-01-01,HPV,8
89,Santa Marta,1900-01-01,SALK,1
89,Santa Marta,1900-01-01,ROTAVIRUS,1
89,Santa Marta,1900-01-01,PENTAVALENTE,2
89,Santa Marta,1900-01-01,TRIPLE VIRAL,1
89,Santa Marta,1900-01-01,ANTI GRIPAL,12
89,Santa Marta,1900-01-01,HEPATITIS A,1
89,Santa Marta,1900-01-01,DPT (a),3
89,Santa Marta,1900-01-01,HPV,1
89,Santa Marta,1900-01-01,NEUMOCOCICA NO CONJUGADA,25
37,Dr. Sussini,1900-01-01,HEPATITIS B,47
37,Dr. Sussini,1900-01-01,SALK,41
37,Dr. Sussini,1900-01-01,ROTAVIRUS,16
37,Dr. Sussini,1900-01-01,PENTAVALENTE,35
37,Dr. Sussini,1900-01-01,NEUMOCOCICA CONJUGADA,35
37,Dr. Sussini,1900-01-01,TRIPLE VIRAL,45
37,Dr. Sussini,1900-01-01,ANTI GRIPAL,22
37,Dr. Sussini,1900-01-01,HEPATITIS A,18
37,Dr. Sussini,1900-01-01,VARICELA,8
37,Dr. Sussini,1900-01-01,MENINGOCOC.,51
37,Dr. Sussini,1900-01-01,FIEBRE AMARILLA,13
37,Dr. Sussini,1900-01-01,DPT,22
37,Dr. Sussini,1900-01-01,DPT (a),32
37,Dr. Sussini,1900-01-01,DOBLE BACTERIANA,68
37,Dr. Sussini,1900-01-01,HPV,29
49,Dr. Benjamin Serrano,1900-01-01,SALK,8
49,Dr. Benjamin Serrano,1900-01-01,ROTAVIRUS,2
49,Dr. Benjamin Serrano,1900-01-01,PENTAVALENTE,4
49,Dr. Benjamin Serrano,1900-01-01,NEUMOCOCICA CONJUGADA,12
49,Dr. Benjamin Serrano,1900-01-01,TRIPLE VIRAL,12
49,Dr. Benjamin Serrano,1900-01-01,ANTI GRIPAL,46
49,Dr. Benjamin Serrano,1900-01-01,HEPATITIS A,7
49,Dr. Benjamin Serrano,1900-01-01,VARICELA,4
49,Dr. Benjamin Serrano,1900-01-01,MENINGOCOC.,15
49,Dr. Benjamin Serrano,1900-01-01,FIEBRE AMARILLA,8
49,Dr. Benjamin Serrano,1900-01-01,DPT,5
49,Dr. Benjamin Serrano,1900-01-01,DPT (a),10
49,Dr. Benjamin Serrano,1900-01-01,DOBLE BACTERIANA,8
49,Dr. Benjamin Serrano,1900-01-01,HPV,7
49,Dr. Benjamin Serrano,1900-01-01,NEUMOCOCICA NO CONJUGADA,4
91,Dr. Pedro Blugerman,1900-01-01,HEPATITIS B,4
91,Dr. Pedro Blugerman,1900-01-01,SALK,34
91,Dr. Pedro Blugerman,1900-01-01,PENTAVALENTE,27
91,Dr. Pedro Blugerman,1900-01-01,NEUMOCOCICA CONJUGADA,14
91,Dr. Pedro Blugerman,1900-01-01,TRIPLE VIRAL,20
91,Dr. Pedro Blugerman,1900-01-01,ANTI GRIPAL,150
91,Dr. Pedro Blugerman,1900-01-01,HEPATITIS A,3
91,Dr. Pedro Blugerman,1900-01-01,VARICELA,9
91,Dr. Pedro Blugerman,1900-01-01,MENINGOCOC.,14
91,Dr. Pedro Blugerman,1900-01-01,FIEBRE AMARILLA,5
91,Dr. Pedro Blugerman,1900-01-01,DPT,29
91,Dr. Pedro Blugerman,1900-01-01,DPT (a),22
91,Dr. Pedro Blugerman,1900-01-01,DOBLE BACTERIANA,15
91,Dr. Pedro Blugerman,1900-01-01,DOBLE VIRAL,15
91,Dr. Pedro Blugerman,1900-01-01,HPV,25
91,Dr. Pedro Blugerman,1900-01-01,NEUMOCOCICA NO CONJUGADA,19
45,Dr. Saul Calmanash,1900-01-01,SALK,14
45,Dr. Saul Calmanash,1900-01-01,ROTAVIRUS,4
45,Dr. Saul Calmanash,1900-01-01,PENTAVALENTE,14
45,Dr. Saul Calmanash,1900-01-01,NEUMOCOCICA CONJUGADA,11
45,Dr. Saul Calmanash,1900-01-01,TRIPLE VIRAL,11
45,Dr. Saul Calmanash,1900-01-01,ANTI GRIPAL,40
45,Dr. Saul Calmanash,1900-01-01,HEPATITIS A,5
45,Dr. Saul Calmanash,1900-01-01,MENINGOCOC.,8
45,Dr. Saul Calmanash,1900-01-01,DPT,5
45,Dr. Saul Calmanash,1900-01-01,DPT (a),12
45,Dr. Saul Calmanash,1900-01-01,HPV,7
34,Dr. Marcelino Vera,1900-01-01,HEPATITIS B,1
34,Dr. Marcelino Vera,1900-01-01,SALK,4
34,Dr. Marcelino Vera,1900-01-01,ROTAVIRUS,2
34,Dr. Marcelino Vera,1900-01-01,PENTAVALENTE,4
34,Dr. Marcelino Vera,1900-01-01,NEUMOCOCICA CONJUGADA,1
34,Dr. Marcelino Vera,1900-01-01,TRIPLE VIRAL,42
34,Dr. Marcelino Vera,1900-01-01,ANTI GRIPAL,1
34,Dr. Marcelino Vera,1900-01-01,VARICELA,3
34,Dr. Marcelino Vera,1900-01-01,MENINGOCOC.,3
34,Dr. Marcelino Vera,1900-01-01,DPT,3
34,Dr. Marcelino Vera,1900-01-01,DPT (a),3
34,Dr. Marcelino Vera,1900-01-01,DOBLE BACTERIANA,1
34,Dr. Marcelino Vera,1900-01-01,HPV,3
32,Dr. Manuel Cassuso,1900-01-01,HEPATITIS B,5
32,Dr. Manuel Cassuso,1900-01-01,SALK,8
32,Dr. Manuel Cassuso,1900-01-01,ROTAVIRUS,5
32,Dr. Manuel Cassuso,1900-01-01,PENTAVALENTE,8
32,Dr. Manuel Cassuso,1900-01-01,NEUMOCOCICA CONJUGADA,6
32,Dr. Manuel Cassuso,1900-01-01,TRIPLE VIRAL,4
32,Dr. Manuel Cassuso,1900-01-01,ANTI GRIPAL,6
32,Dr. Manuel Cassuso,1900-01-01,HEPATITIS A,2
32,Dr. Manuel Cassuso,1900-01-01,VARICELA,2
32,Dr. Manuel Cassuso,1900-01-01,MENINGOCOC.,7
32,Dr. Manuel Cassuso,1900-01-01,DPT,3
32,Dr. Manuel Cassuso,1900-01-01,DPT (a),5
32,Dr. Manuel Cassuso,1900-01-01,DOBLE BACTERIANA,13
32,Dr. Manuel Cassuso,1900-01-01,HPV,4
32,Dr. Manuel Cassuso,1900-01-01,NEUMOCOCICA NO CONJUGADA,1
54,Itati,1900-01-01,HEPATITIS B,9
54,Itati,1900-01-01,SALK,14
54,Itati,1900-01-01,ROTAVIRUS,9
54,Itati,1900-01-01,PENTAVALENTE,15
54,Itati,1900-01-01,NEUMOCOCICA CONJUGADA,21
54,Itati,1900-01-01,TRIPLE VIRAL,10
54,Itati,1900-01-01,ANTI GRIPAL,73
54,Itati,1900-01-01,HEPATITIS A,8
54,Itati,1900-01-01,VARICELA,4
54,Itati,1900-01-01,MENINGOCOC.,16
54,Itati,1900-01-01,DPT,2
54,Itati,1900-01-01,DPT (a),7
54,Itati,1900-01-01,HPV,11
54,Itati,1900-01-01,NEUMOCOCICA NO CONJUGADA,16
88,Dr. Lifschitz,1900-01-01,SALK,12
88,Dr. Lifschitz,1900-01-01,ROTAVIRUS,4
88,Dr. Lifschitz,1900-01-01,PENTAVALENTE,12
88,Dr. Lifschitz,1900-01-01,NEUMOCOCICA CONJUGADA,4
88,Dr. Lifschitz,1900-01-01,TRIPLE VIRAL,15
88,Dr. Lifschitz,1900-01-01,HEPATITIS A,4
88,Dr. Lifschitz,1900-01-01,MENINGOCOC.,10
88,Dr. Lifschitz,1900-01-01,FIEBRE AMARILLA,8
88,Dr. Lifschitz,1900-01-01,DPT (a),13
88,Dr. Lifschitz,1900-01-01,HPV,10
88,Dr. Lifschitz,1900-01-01,NEUMOCOCICA NO CONJUGADA,1
38,Dr. JC Benitez Suarez,1900-01-01,SALK,15
38,Dr. JC Benitez Suarez,1900-01-01,ROTAVIRUS,11
38,Dr. JC Benitez Suarez,1900-01-01,PENTAVALENTE,15
38,Dr. JC Benitez Suarez,1900-01-01,NEUMOCOCICA CONJUGADA,10
38,Dr. JC Benitez Suarez,1900-01-01,ANTI GRIPAL,55
38,Dr. JC Benitez Suarez,1900-01-01,HEPATITIS A,4
38,Dr. JC Benitez Suarez,1900-01-01,FIEBRE AMARILLA,10
38,Dr. JC Benitez Suarez,1900-01-01,DPT,10
38,Dr. JC Benitez Suarez,1900-01-01,DPT (a),6
38,Dr. JC Benitez Suarez,1900-01-01,DOBLE VIRAL,10
38,Dr. JC Benitez Suarez,1900-01-01,HPV,4
38,Dr. JC Benitez Suarez,1900-01-01,NEUMOCOCICA NO CONJUGADA,6
10000,Dr. Anibal Malvido,1900-01-01,HEPATITIS B,1
10000,Dr. Anibal Malvido,1900-01-01,SALK,15
10000,Dr. Anibal Malvido,1900-01-01,ROTAVIRUS,7
10000,Dr. Anibal Malvido,1900-01-01,PENTAVALENTE,13
10000,Dr. Anibal Malvido,1900-01-01,NEUMOCOCICA CONJUGADA,18
10000,Dr. Anibal Malvido,1900-01-01,TRIPLE VIRAL,9
10000,Dr. Anibal Malvido,1900-01-01,HEPATITIS A,38
10000,Dr. Anibal Malvido,1900-01-01,VARICELA,6
10000,Dr. Anibal Malvido,1900-01-01,MENINGOCOC.,6
10000,Dr. Anibal Malvido,1900-01-01,FIEBRE AMARILLA,18
10000,Dr. Anibal Malvido,1900-01-01,DPT,6
10000,Dr. Anibal Malvido,1900-01-01,DPT (a),3
