ID_SAPS,SAPS,fecha,vacunas_tipo,vacunas_cantidad
69,Primera Junta,2020-06-01,HEPATITIS B,19
69,Primera Junta,2020-06-01,SALK,4
69,Primera Junta,2020-06-01,PENTAVALENTE,3
69,Primera Junta,2020-06-01,NEUMOCOCICA CONJUGADA,15
69,Primera Junta,2020-06-01,TRIPLE VIRAL,5
69,Primera Junta,2020-06-01,ANTI GRIPAL,36
69,Primera Junta,2020-06-01,HEPATITIS A,3
69,Primera Junta,2020-06-01,VARICELA,2
69,Primera Junta,2020-06-01,MENINGOCOC.,8
69,Primera Junta,2020-06-01,DPT,2
69,Primera Junta,2020-06-01,DPT (a),5
69,Primera Junta,2020-06-01,DOBLE BACTERIANA,20
69,Primera Junta,2020-06-01,DOBLE VIRAL,5
69,Primera Junta,2020-06-01,HPV,4
69,Primera Junta,2020-06-01,NEUMOCOCICA NO CONJUGADA,1
62,Pujol,2020-06-01,HEPATITIS B,2
62,Pujol,2020-06-01,PENTAVALENTE,2
62,Pujol,2020-06-01,NEUMOCOCICA CONJUGADA,2
62,Pujol,2020-06-01,TRIPLE VIRAL,2
62,Pujol,2020-06-01,ANTI GRIPAL,35
62,Pujol,2020-06-01,HEPATITIS A,2
62,Pujol,2020-06-01,VARICELA,2
62,Pujol,2020-06-01,MENINGOCOC.,2
62,Pujol,2020-06-01,DOBLE BACTERIANA,5
62,Pujol,2020-06-01,HPV,3
79,Quinta Ferre,2020-06-01,BCG,13
79,Quinta Ferre,2020-06-01,ROTAVIRUS,8
79,Quinta Ferre,2020-06-01,PENTAVALENTE,12
79,Quinta Ferre,2020-06-01,NEUMOCOCICA CONJUGADA,12
79,Quinta Ferre,2020-06-01,ANTI GRIPAL,33
79,Quinta Ferre,2020-06-01,HEPATITIS A,5
79,Quinta Ferre,2020-06-01,VARICELA,3
79,Quinta Ferre,2020-06-01,MENINGOCOC.,3
79,Quinta Ferre,2020-06-01,DPT,2
79,Quinta Ferre,2020-06-01,DPT (a),7
79,Quinta Ferre,2020-06-01,HPV,6
79,Quinta Ferre,2020-06-01,NEUMOCOCICA NO CONJUGADA,6
46,Rio Parana,2020-06-01,HEPATITIS B,4
46,Rio Parana,2020-06-01,SALK,18
46,Rio Parana,2020-06-01,ROTAVIRUS,10
46,Rio Parana,2020-06-01,PENTAVALENTE,15
46,Rio Parana,2020-06-01,NEUMOCOCICA CONJUGADA,15
46,Rio Parana,2020-06-01,TRIPLE VIRAL,7
46,Rio Parana,2020-06-01,ANTI GRIPAL,63
46,Rio Parana,2020-06-01,HEPATITIS A,4
46,Rio Parana,2020-06-01,VARICELA,2
46,Rio Parana,2020-06-01,MENINGOCOC.,2
46,Rio Parana,2020-06-01,FIEBRE AMARILLA,10
46,Rio Parana,2020-06-01,DPT,4
46,Rio Parana,2020-06-01,DPT (a),8
46,Rio Parana,2020-06-01,DOBLE BACTERIANA,6
46,Rio Parana,2020-06-01,HPV,10
46,Rio Parana,2020-06-01,NEUMOCOCICA NO CONJUGADA,1
73,San Marcos,2020-06-01,HEPATITIS B,1
73,San Marcos,2020-06-01,SALK,12
73,San Marcos,2020-06-01,ROTAVIRUS,1
73,San Marcos,2020-06-01,PENTAVALENTE,12
73,San Marcos,2020-06-01,NEUMOCOCICA CONJUGADA,11
73,San Marcos,2020-06-01,TRIPLE VIRAL,10
73,San Marcos,2020-06-01,ANTI GRIPAL,38
73,San Marcos,2020-06-01,HEPATITIS A,4
73,San Marcos,2020-06-01,VARICELA,6
73,San Marcos,2020-06-01,MENINGOCOC.,13
73,San Marcos,2020-06-01,DPT,7
73,San Marcos,2020-06-01,DPT (a),4
73,San Marcos,2020-06-01,HPV,4
127,Santa Catalina,2020-06-01,HEPATITIS B,2
127,Santa Catalina,2020-06-01,SALK,3
127,Santa Catalina,2020-06-01,ROTAVIRUS,1
127,Santa Catalina,2020-06-01,PENTAVALENTE,9
127,Santa Catalina,2020-06-01,NEUMOCOCICA CONJUGADA,8
127,Santa Catalina,2020-06-01,TRIPLE VIRAL,7
127,Santa Catalina,2020-06-01,ANTI GRIPAL,34
127,Santa Catalina,2020-06-01,HEPATITIS A,4
127,Santa Catalina,2020-06-01,VARICELA,4
127,Santa Catalina,2020-06-01,MENINGOCOC.,9
127,Santa Catalina,2020-06-01,DPT,1
127,Santa Catalina,2020-06-01,HPV,1
89,Santa Marta,2020-06-01,HEPATITIS B,1
89,Santa Marta,2020-06-01,SALK,3
89,Santa Marta,2020-06-01,ROTAVIRUS,3
89,Santa Marta,2020-06-01,PENTAVALENTE,3
89,Santa Marta,2020-06-01,TRIPLE VIRAL,3
89,Santa Marta,2020-06-01,ANTI GRIPAL,13
89,Santa Marta,2020-06-01,HEPATITIS A,3
89,Santa Marta,2020-06-01,VARICELA,2
89,Santa Marta,2020-06-01,MENINGOCOC.,3
89,Santa Marta,2020-06-01,DPT,2
89,Santa Marta,2020-06-01,DPT (a),3
89,Santa Marta,2020-06-01,HPV,3
90,Sapucay,2020-06-01,HEPATITIS B,1
90,Sapucay,2020-06-01,SALK,6
90,Sapucay,2020-06-01,ROTAVIRUS,3
90,Sapucay,2020-06-01,PENTAVALENTE,4
90,Sapucay,2020-06-01,NEUMOCOCICA CONJUGADA,9
90,Sapucay,2020-06-01,TRIPLE VIRAL,4
90,Sapucay,2020-06-01,ANTI GRIPAL,32
90,Sapucay,2020-06-01,HEPATITIS A,2
90,Sapucay,2020-06-01,MENINGOCOC.,1
90,Sapucay,2020-06-01,DPT,2
90,Sapucay,2020-06-01,DOBLE BACTERIANA,3
90,Sapucay,2020-06-01,NEUMOCOCICA NO CONJUGADA,2
90,Sapucay,2020-06-01,MENACTRA,1
10002,Dr. Semper,2020-06-01,BCG,6
10002,Dr. Semper,2020-06-01,HEPATITIS B,1
10002,Dr. Semper,2020-06-01,SALK,13
10002,Dr. Semper,2020-06-01,ROTAVIRUS,5
10002,Dr. Semper,2020-06-01,PENTAVALENTE,9
10002,Dr. Semper,2020-06-01,NEUMOCOCICA CONJUGADA,7
10002,Dr. Semper,2020-06-01,TRIPLE VIRAL,7
10002,Dr. Semper,2020-06-01,ANTI GRIPAL,130
10002,Dr. Semper,2020-06-01,HEPATITIS A,2
10002,Dr. Semper,2020-06-01,VARICELA,1
10002,Dr. Semper,2020-06-01,MENINGOCOC.,5
10002,Dr. Semper,2020-06-01,DPT,4
10002,Dr. Semper,2020-06-01,DPT (a),7
10002,Dr. Semper,2020-06-01,HPV,7
10002,Dr. Semper,2020-06-01,NEUMOCOCICA NO CONJUGADA,1
42,Dr. Santiago Lorenzo,2020-06-01,HEPATITIS B,4
42,Dr. Santiago Lorenzo,2020-06-01,SALK,17
42,Dr. Santiago Lorenzo,2020-06-01,ROTAVIRUS,5
42,Dr. Santiago Lorenzo,2020-06-01,PENTAVALENTE,17
42,Dr. Santiago Lorenzo,2020-06-01,NEUMOCOCICA CONJUGADA,16
42,Dr. Santiago Lorenzo,2020-06-01,TRIPLE VIRAL,5
42,Dr. Santiago Lorenzo,2020-06-01,ANTI GRIPAL,44
42,Dr. Santiago Lorenzo,2020-06-01,HEPATITIS A,4
42,Dr. Santiago Lorenzo,2020-06-01,VARICELA,1
42,Dr. Santiago Lorenzo,2020-06-01,MENINGOCOC.,19
42,Dr. Santiago Lorenzo,2020-06-01,DPT,2
42,Dr. Santiago Lorenzo,2020-06-01,DPT (a),7
42,Dr. Santiago Lorenzo,2020-06-01,DOBLE BACTERIANA,12
42,Dr. Santiago Lorenzo,2020-06-01,HPV,6
42,Dr. Santiago Lorenzo,2020-06-01,NEUMOCOCICA NO CONJUGADA,7
70,Villa Garcia,2020-06-01,HEPATITIS B,1
70,Villa Garcia,2020-06-01,SALK,8
70,Villa Garcia,2020-06-01,PENTAVALENTE,6
70,Villa Garcia,2020-06-01,NEUMOCOCICA CONJUGADA,3
70,Villa Garcia,2020-06-01,TRIPLE VIRAL,5
70,Villa Garcia,2020-06-01,ANTI GRIPAL,29
70,Villa Garcia,2020-06-01,HEPATITIS A,2
70,Villa Garcia,2020-06-01,VARICELA,2
70,Villa Garcia,2020-06-01,MENINGOCOC.,9
70,Villa Garcia,2020-06-01,DPT,2
70,Villa Garcia,2020-06-01,DOBLE BACTERIANA,6
70,Villa Garcia,2020-06-01,HPV,1
70,Villa Garcia,2020-06-01,NEUMOCOCICA NO CONJUGADA,2
51,Dr. Juan Chercoff,2020-06-01,SALK,3
51,Dr. Juan Chercoff,2020-06-01,ROTAVIRUS,1
51,Dr. Juan Chercoff,2020-06-01,PENTAVALENTE,3
51,Dr. Juan Chercoff,2020-06-01,NEUMOCOCICA CONJUGADA,3
51,Dr. Juan Chercoff,2020-06-01,TRIPLE VIRAL,1
51,Dr. Juan Chercoff,2020-06-01,ANTI GRIPAL,6
51,Dr. Juan Chercoff,2020-06-01,HEPATITIS A,1
51,Dr. Juan Chercoff,2020-06-01,MENINGOCOC.,3
51,Dr. Juan Chercoff,2020-06-01,DOBLE BACTERIANA,4
88,Dr. Lifschitz,2020-06-01,SALK,7
88,Dr. Lifschitz,2020-06-01,ROTAVIRUS,4
88,Dr. Lifschitz,2020-06-01,PENTAVALENTE,5
88,Dr. Lifschitz,2020-06-01,NEUMOCOCICA CONJUGADA,6
88,Dr. Lifschitz,2020-06-01,TRIPLE VIRAL,6
88,Dr. Lifschitz,2020-06-01,ANTI GRIPAL,104
88,Dr. Lifschitz,2020-06-01,HEPATITIS A,3
88,Dr. Lifschitz,2020-06-01,VARICELA,1
88,Dr. Lifschitz,2020-06-01,MENINGOCOC.,8
88,Dr. Lifschitz,2020-06-01,FIEBRE AMARILLA,10
88,Dr. Lifschitz,2020-06-01,DPT,3
88,Dr. Lifschitz,2020-06-01,DPT (a),14
88,Dr. Lifschitz,2020-06-01,HPV,7
88,Dr. Lifschitz,2020-06-01,NEUMOCOCICA NO CONJUGADA,1
32,Dr. Manuel Cassuso,2020-06-01,HEPATITIS B,5
32,Dr. Manuel Cassuso,2020-06-01,SALK,25
32,Dr. Manuel Cassuso,2020-06-01,ROTAVIRUS,10
32,Dr. Manuel Cassuso,2020-06-01,PENTAVALENTE,24
32,Dr. Manuel Cassuso,2020-06-01,NEUMOCOCICA CONJUGADA,19
32,Dr. Manuel Cassuso,2020-06-01,MENACTRA,3
32,Dr. Manuel Cassuso,2020-06-01,TRIPLE VIRAL,7
32,Dr. Manuel Cassuso,2020-06-01,ANTI GRIPAL,51
32,Dr. Manuel Cassuso,2020-06-01,HEPATITIS A,4
32,Dr. Manuel Cassuso,2020-06-01,VARICELA,2
32,Dr. Manuel Cassuso,2020-06-01,MENINGOCOC.,9
32,Dr. Manuel Cassuso,2020-06-01,DPT,3
32,Dr. Manuel Cassuso,2020-06-01,DPT (a),9
32,Dr. Manuel Cassuso,2020-06-01,DOBLE BACTERIANA,13
32,Dr. Manuel Cassuso,2020-06-01,HPV,8
32,Dr. Manuel Cassuso,2020-06-01,NEUMOCOCICA NO CONJUGADA,7
10004,Centro de distribucion de Vacunas,2020-06-01,SALK,8
10004,Centro de distribucion de Vacunas,2020-06-01,PENTAVALENTE,11
10004,Centro de distribucion de Vacunas,2020-06-01,ROTAVIRUS,2
10004,Centro de distribucion de Vacunas,2020-06-01,DPT,2
10004,Centro de distribucion de Vacunas,2020-06-01,DOBLE ADULTO,24
10004,Centro de distribucion de Vacunas,2020-06-01,TRIPLE VIRAL,4
10004,Centro de distribucion de Vacunas,2020-06-01,HEPATITIS A,2
10004,Centro de distribucion de Vacunas,2020-06-01,HEPATITIS B,23
10004,Centro de distribucion de Vacunas,2020-06-01,DPT (a),11
10004,Centro de distribucion de Vacunas,2020-06-01,FIEBRE AMARILLA,1
10004,Centro de distribucion de Vacunas,2020-06-01,NEUMO 13,16
10004,Centro de distribucion de Vacunas,2020-06-01,NEUMO 23,12
10004,Centro de distribucion de Vacunas,2020-06-01,HPV,3
10004,Centro de distribucion de Vacunas,2020-06-01,ANTIGRIPAL ADULTO,110
10004,Centro de distribucion de Vacunas,2020-06-01,ANTIGRIPAL PEDIATRICO,17
10004,Centro de distribucion de Vacunas,2020-06-01,MENVEO,8
10004,Centro de distribucion de Vacunas,2020-06-01,VARICELA,3
31,Dr. Elias Galvan,2020-06-01,SALK,5
31,Dr. Elias Galvan,2020-06-01,ROTAVIRUS,3
31,Dr. Elias Galvan,2020-06-01,PENTAVALENTE,5
31,Dr. Elias Galvan,2020-06-01,NEUMOCOCICA CONJUGADA,5
31,Dr. Elias Galvan,2020-06-01,TRIPLE VIRAL,3
31,Dr. Elias Galvan,2020-06-01,ANTI GRIPAL,10
31,Dr. Elias Galvan,2020-06-01,HEPATITIS A,2
31,Dr. Elias Galvan,2020-06-01,VARICELA,1
31,Dr. Elias Galvan,2020-06-01,MENINGOCOC.,7
31,Dr. Elias Galvan,2020-06-01,DPT,1
31,Dr. Elias Galvan,2020-06-01,DPT (a),3
31,Dr. Elias Galvan,2020-06-01,HPV,1
91,Dr. Pedro Blugerman,2020-07-01,HEPATITIS B,7
91,Dr. Pedro Blugerman,2020-07-01,SALK,20
91,Dr. Pedro Blugerman,2020-07-01,ROTAVIRUS,10
91,Dr. Pedro Blugerman,2020-07-01,PENTAVALENTE,29
91,Dr. Pedro Blugerman,2020-07-01,NEUMOCOCICA CONJUGADA,3
91,Dr. Pedro Blugerman,2020-07-01,TRIPLE VIRAL,9
91,Dr. Pedro Blugerman,2020-07-01,ANTI GRIPAL,25
91,Dr. Pedro Blugerman,2020-07-01,HEPATITIS A,6
91,Dr. Pedro Blugerman,2020-07-01,VARICELA,12
91,Dr. Pedro Blugerman,2020-07-01,FIEBRE AMARILLA,1
91,Dr. Pedro Blugerman,2020-07-01,DPT,2
91,Dr. Pedro Blugerman,2020-07-01,DPT (a),4
91,Dr. Pedro Blugerman,2020-07-01,DOBLE BACTERIANA,14
91,Dr. Pedro Blugerman,2020-07-01,DOBLE VIRAL,16
91,Dr. Pedro Blugerman,2020-07-01,HPV,7
91,Dr. Pedro Blugerman,2020-07-01,NEUMOCOCICA NO CONJUGADA,2
71,Villa Chiquita,2020-07-01,HEPATITIS B,6
71,Villa Chiquita,2020-07-01,SALK,8
71,Villa Chiquita,2020-07-01,ROTAVIRUS,6
71,Villa Chiquita,2020-07-01,PENTAVALENTE,12
71,Villa Chiquita,2020-07-01,NEUMOCOCICA CONJUGADA,9
71,Villa Chiquita,2020-07-01,TRIPLE VIRAL,1
71,Villa Chiquita,2020-07-01,ANTI GRIPAL,19
71,Villa Chiquita,2020-07-01,HEPATITIS A,1
71,Villa Chiquita,2020-07-01,VARICELA,4
71,Villa Chiquita,2020-07-01,MENINGOCOC.,5
71,Villa Chiquita,2020-07-01,DPT,5
71,Villa Chiquita,2020-07-01,DPT (a),4
71,Villa Chiquita,2020-07-01,HPV,2
54,Itati,2020-07-01,HEPATITIS B,7
54,Itati,2020-07-01,SALK,15
54,Itati,2020-07-01,ROTAVIRUS,13
54,Itati,2020-07-01,PENTAVALENTE,17
54,Itati,2020-07-01,NEUMOCOCICA CONJUGADA,19
54,Itati,2020-07-01,TRIPLE VIRAL,6
54,Itati,2020-07-01,ANTI GRIPAL,10
54,Itati,2020-07-01,HEPATITIS B,5
54,Itati,2020-07-01,VARICELA,4
54,Itati,2020-07-01,MENINGOCOC.,22
54,Itati,2020-07-01,DPT,3
54,Itati,2020-07-01,DPT (a),11
54,Itati,2020-07-01,HPV,10
38,Dr. JC Benitez Suarez,1900-01-01,HEPATITIS B,2
38,Dr. JC Benitez Suarez,1900-01-01,SALK,8
38,Dr. JC Benitez Suarez,1900-01-01,ROTAVIRUS,6
38,Dr. JC Benitez Suarez,1900-01-01,PENTAVALENTE,12
38,Dr. JC Benitez Suarez,1900-01-01,NEUMOCOCICA CONJUGADA,5
38,Dr. JC Benitez Suarez,1900-01-01,TRIPLE VIRAL,11
38,Dr. JC Benitez Suarez,1900-01-01,HEPATITIS A,2
38,Dr. JC Benitez Suarez,1900-01-01,VARICELA,4
38,Dr. JC Benitez Suarez,1900-01-01,MENINGOCOC.,1
38,Dr. JC Benitez Suarez,1900-01-01,DPT,1
38,Dr. JC Benitez Suarez,1900-01-01,DPT (a),4
38,Dr. JC Benitez Suarez,1900-01-01,DOBLE BACTERIANA,8
38,Dr. JC Benitez Suarez,1900-01-01,HPV,1
38,Dr. JC Benitez Suarez,2020-07-01,NEUMOCOCICA NO CONJUGADA,4
10000,Dr. Anibal Malvido,2020-07-01,HEPATITIS B,8
10000,Dr. Anibal Malvido,2020-07-01,SALK,41
10000,Dr. Anibal Malvido,2020-07-01,ROTAVIRUS,16
10000,Dr. Anibal Malvido,2020-07-01,PENTAVALENTE,45
10000,Dr. Anibal Malvido,2020-07-01,NEUMOCOCICA CONJUGADA,29
10000,Dr. Anibal Malvido,2020-07-01,TRIPLE VIRAL,18
10000,Dr. Anibal Malvido,2020-07-01,HEPATITIS A,56
10000,Dr. Anibal Malvido,2020-07-01,VARICELA,18
10000,Dr. Anibal Malvido,2020-07-01,MENINGOCOC.,14
10000,Dr. Anibal Malvido,2020-07-01,DPT,59
10000,Dr. Anibal Malvido,2020-07-01,DPT (a),5
10000,Dr. Anibal Malvido,2020-07-01,DOBLE BACTERIANA,30
10000,Dr. Anibal Malvido,2020-07-01,HPV,18
34,Dr. Marcelino Vera,2020-07-01,SALK,2
34,Dr. Marcelino Vera,2020-07-01,ROTAVIRUS,1
34,Dr. Marcelino Vera,2020-07-01,PENTAVALENTE,3
34,Dr. Marcelino Vera,2020-07-01,NEUMOCOCICA CONJUGADA,2
34,Dr. Marcelino Vera,2020-07-01,TRIPLE VIRAL,1
34,Dr. Marcelino Vera,2020-07-01,ANTI GRIPAL,6
34,Dr. Marcelino Vera,2020-07-01,HEPATITIS A,1
34,Dr. Marcelino Vera,2020-07-01,VARICELA,3
34,Dr. Marcelino Vera,2020-07-01,MENINGOCOC.,3
34,Dr. Marcelino Vera,2020-07-01,DPT,5
34,Dr. Marcelino Vera,2020-07-01,DPT (a),1
34,Dr. Marcelino Vera,2020-07-01,HPV,1
69,Primera Junta,2020-07-01,HEPATITIS B,12
69,Primera Junta,2020-07-01,SALK,7
69,Primera Junta,2020-07-01,ROTAVIRUS,2
69,Primera Junta,2020-07-01,PENTAVALENTE,9
69,Primera Junta,2020-07-01,NEUMOCOCICA CONJUGADA,3
69,Primera Junta,2020-07-01,TRIPLE VIRAL,3
69,Primera Junta,2020-07-01,ANTI GRIPAL,8
69,Primera Junta,2020-07-01,HEPATITIS A,1
69,Primera Junta,2020-07-01,VARICELA,3
69,Primera Junta,2020-07-01,MENINGOCOC.,8
69,Primera Junta,2020-07-01,DPT,2
69,Primera Junta,2020-07-01,DPT (a),5
69,Primera Junta,2020-07-01,DOBLE BACTERIANA,13
69,Primera Junta,2020-07-01,HPV,2
69,Primera Junta,2020-07-01,NEUMOCOCICA CONJUGADA,1
47,Dr. Guillermo Rawson,2020-07-01,HEPATITIS B,41
47,Dr. Guillermo Rawson,2020-07-01,SALK,8
47,Dr. Guillermo Rawson,2020-07-01,ROTAVIRUS,7
47,Dr. Guillermo Rawson,2020-07-01,PENTAVALENTE,10
47,Dr. Guillermo Rawson,2020-07-01,NEUMOCOCICA CONJUGADA,14
47,Dr. Guillermo Rawson,2020-07-01,TRIPLE VIRAL,4
47,Dr. Guillermo Rawson,2020-07-01,ANTI GRIPAL,26
47,Dr. Guillermo Rawson,2020-07-01,HEPATITIS A,3
47,Dr. Guillermo Rawson,2020-07-01,VARICELA,3
47,Dr. Guillermo Rawson,2020-07-01,MENINGOCOC.,15
47,Dr. Guillermo Rawson,2020-07-01,DPT,1
47,Dr. Guillermo Rawson,2020-07-01,DPT (a),9
47,Dr. Guillermo Rawson,2020-07-01,DOBLE BACTERIANA,38
47,Dr. Guillermo Rawson,2020-07-01,HPV,4
47,Dr. Guillermo Rawson,2020-07-01,NEUMOCOCICA NO CONJUGADA,6
82,Dr. Miguel Rossi Candia,2020-07-01,HEPATITIS B,15
82,Dr. Miguel Rossi Candia,2020-07-01,SALK,21
82,Dr. Miguel Rossi Candia,2020-07-01,ROTAVIRUS,11
82,Dr. Miguel Rossi Candia,2020-07-01,PENTAVALENTE,18
82,Dr. Miguel Rossi Candia,2020-07-01,NEUMOCOCICA CONJUGADA,16
82,Dr. Miguel Rossi Candia,2020-07-01,TRIPLE VIRAL,8
82,Dr. Miguel Rossi Candia,2020-07-01,HEPATITIS A,5
82,Dr. Miguel Rossi Candia,2020-07-01,VARICELA,1
82,Dr. Miguel Rossi Candia,2020-07-01,MENINGOCOC.,8
82,Dr. Miguel Rossi Candia,2020-07-01,DPT,3
82,Dr. Miguel Rossi Candia,2020-07-01,DPT (a),7
82,Dr. Miguel Rossi Candia,2020-07-01,DOBLE VIRAL,10
82,Dr. Miguel Rossi Candia,2020-07-01,HPV,12
82,Dr. Miguel Rossi Candia,2020-07-01,NEUMOCOCICA NO CONJUGADA,1
82,Dr. Miguel Rossi Candia,2020-07-01,ANTI GRIPAL,19
58,Dr. Oscar Pirchi,2020-07-01,HEPATITIS B,21
58,Dr. Oscar Pirchi,2020-07-01,SALK,25
58,Dr. Oscar Pirchi,2020-07-01,ROTAVIRUS,15
58,Dr. Oscar Pirchi,2020-07-01,PENTAVALENTE,28
58,Dr. Oscar Pirchi,2020-07-01,NEUMOCOCICA CONJUGADA,21
58,Dr. Oscar Pirchi,2020-07-01,TRIPLE VIRAL,6
58,Dr. Oscar Pirchi,2020-07-01,ANTI GRIPAL,36
58,Dr. Oscar Pirchi,2020-07-01,HEPATITIS A,5
58,Dr. Oscar Pirchi,2020-07-01,VARICELA,5
58,Dr. Oscar Pirchi,2020-07-01,MENINGOCOC.,20
58,Dr. Oscar Pirchi,2020-07-01,DPT,1
58,Dr. Oscar Pirchi,2020-07-01,DPT (a),9
58,Dr. Oscar Pirchi,2020-07-01,DOBLE BACTERIANA,10
58,Dr. Oscar Pirchi,2020-07-01,HPV,6
10004,Centro de distribucion de Vacunas,2020-07-01,SALK,9
10004,Centro de distribucion de Vacunas,2020-07-01,PENTAVALENTE,12
10004,Centro de distribucion de Vacunas,2020-07-01,ROTAVIRUS,3
10004,Centro de distribucion de Vacunas,2020-07-01,DPT,3
10004,Centro de distribucion de Vacunas,2020-07-01,DOBLE ADULTO,43
10004,Centro de distribucion de Vacunas,2020-07-01,TRIPLE VIRAL,5
10004,Centro de distribucion de Vacunas,2020-07-01,HEPATITIS A,1
10004,Centro de distribucion de Vacunas,2020-07-01,HEPATITIS B,31
10004,Centro de distribucion de Vacunas,2020-07-01,DPT (a),8
10004,Centro de distribucion de Vacunas,2020-07-01,NEUMO 13,8
10004,Centro de distribucion de Vacunas,2020-07-01,NEUMO 23,10
10004,Centro de distribucion de Vacunas,2020-07-01,HPV,4
10004,Centro de distribucion de Vacunas,2020-07-01,ANTI GRIPAL ADULTO ,39
10004,Centro de distribucion de Vacunas,2020-07-01,ANTIGRIPAL PEDIATRICO,5
10004,Centro de distribucion de Vacunas,2020-07-01,MENVEO,17
127,Santa Catalina,2020-07-01,HEPATITIS B,3
127,Santa Catalina,2020-07-01,SALK,12
127,Santa Catalina,2020-07-01,ROTAVIRUS,3
127,Santa Catalina,2020-07-01,PENTAVALENTE,11
127,Santa Catalina,2020-07-01,NEUMOCOCICA CONJUGADA,5
127,Santa Catalina,2020-07-01,TRIPLE VIRAL,4
127,Santa Catalina,2020-07-01,ANTI GRIPAL,15
127,Santa Catalina,2020-07-01,HEPATITIS A,2
127,Santa Catalina,2020-07-01,VARICELA,2
127,Santa Catalina,2020-07-01,FIEBRE AMARILLA,2
89,Santa Marta,2020-07-01,SALK,8
89,Santa Marta,2020-07-01,ROTAVIRUS,3
89,Santa Marta,2020-07-01,PENTAVALENTE,7
89,Santa Marta,2020-07-01,NEUMOCOCICA CONJUGADA,4
89,Santa Marta,2020-07-01,TRIPLE VIRAL,1
89,Santa Marta,2020-07-01,ANTI GRIPAL,10
89,Santa Marta,2020-07-01,VARICELA,1
89,Santa Marta,2020-07-01,MENINGOCOC.,4
89,Santa Marta,2020-07-01,DPT,4
89,Santa Marta,2020-07-01,DPT (a),3
89,Santa Marta,2020-07-01,HPV,3
90,Sapucay,2020-07-01,HEPATITIS B,5
90,Sapucay,2020-07-01,SALK,6
90,Sapucay,2020-07-01,ROTAVIRUS,2
90,Sapucay,2020-07-01,PENTAVALENTE,4
90,Sapucay,2020-07-01,NEUMOCOCICA CONJUGADA,9
90,Sapucay,2020-07-01,TRIPLE VIRAL,7
90,Sapucay,2020-07-01,ANTI GRIPAL,8
90,Sapucay,2020-07-01,HEPATITIS A,3
90,Sapucay,2020-07-01,VARICELA,2
90,Sapucay,2020-07-01,MENINGOCOC.,10
90,Sapucay,2020-07-01,FIEBRE AMARILLA,13
90,Sapucay,2020-07-01,DPT,4
90,Sapucay,2020-07-01,DPT (a),1
90,Sapucay,2020-07-01,DOBLE BACTERIANA,7
90,Sapucay,2020-07-01,MENACTRA,1
90,Sapucay,2020-07-01,HPV,2
90,Sapucay,2020-07-01,NEUMOCOCICA NO CONJUGADA,2
10002,Dr. Semper,2020-07-01,BCG,9
10002,Dr. Semper,2020-07-01,HEPATITIS B,6
10002,Dr. Semper,2020-07-01,SALK,12
10002,Dr. Semper,2020-07-01,ROTAVIRUS,7
10002,Dr. Semper,2020-07-01,PENTAVALENTE,13
10002,Dr. Semper,2020-07-01,NEUMOCOCICA CONJUGADA,14
10002,Dr. Semper,2020-07-01,TRIPLE VIRAL,8
10002,Dr. Semper,2020-07-01,ANTI GRIPAL,24
10002,Dr. Semper,2020-07-01,HEPATITIS A,6
10002,Dr. Semper,2020-07-01,VARICELA,3
10002,Dr. Semper,2020-07-01,MENINGOCOC.,7
10002,Dr. Semper,2020-07-01,DPT,1
10002,Dr. Semper,2020-07-01,DPT (a),6
10002,Dr. Semper,2020-07-01,HPV,3
10002,Dr. Semper,2020-07-01,NEUMOCOCICA NO CONJUGADA,12
37,Dr. Sussini,2020-07-01,HEPATITIS A,56
37,Dr. Sussini,2020-07-01,SALK,51
37,Dr. Sussini,2020-07-01,ROTAVIRUS,31
37,Dr. Sussini,2020-07-01,PENTAVALENTE,51
37,Dr. Sussini,2020-07-01,NEUMOCOCICA CONJUGADA,55
37,Dr. Sussini,2020-07-01,TRIPLE VIRAL,21
37,Dr. Sussini,2020-07-01,ANTI GRIPAL,115
37,Dr. Sussini,2020-07-01,HEPATITIS A,12
37,Dr. Sussini,2020-07-01,VARICELA,15
37,Dr. Sussini,2020-07-01,MENINGOCOC.,58
37,Dr. Sussini,2020-07-01,FIEBRE AMARILLA,14
37,Dr. Sussini,2020-07-01,DPT,6
37,Dr. Sussini,2020-07-01,DPT (a),26
37,Dr. Sussini,2020-07-01,DOBLE BACTERIANA,86
37,Dr. Sussini,2020-07-01,HPV,23
37,Dr. Sussini,2020-07-01,NEUMOCOCICA NO CONJUGADA,6
70,Villa Garcia,2020-07-01,HEPATITIS B,1
70,Villa Garcia,2020-07-01,SALK,4
70,Villa Garcia,2020-07-01,ROTAVIRUS,1
70,Villa Garcia,2020-07-01,PENTAVALENTE,7
70,Villa Garcia,2020-07-01,NEUMOCOCICA CONJUGADA,1
70,Villa Garcia,2020-07-01,TRIPLE VIRAL,9
70,Villa Garcia,2020-07-01,ANTI GRIPAL,9
70,Villa Garcia,2020-07-01,VARICELA,2
70,Villa Garcia,2020-07-01,MENINGOCOC.,4
70,Villa Garcia,2020-07-01,DPT,1
70,Villa Garcia,2020-07-01,DPT (a),2
70,Villa Garcia,2020-07-01,DOBLE BACTERIANA,5
70,Villa Garcia,2020-07-01,HPV,3
70,Villa Garcia,2020-07-01,MENACTRA,2
70,Villa Garcia,2020-07-01,NEUMO 13,2
73,San Marcos,2020-07-01,HEPATITIS B,2
